"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","Position","Medal","Time","TimeMins","TimeSecs"
"276","Daniel ""Dan"" McDaid","M",34,180,61,18.8271604938272,1976,"Ireland","Northern Europe","Europe",3238050,9465078121,1,2,FALSE,42,FALSE,"2:27:07",147.116666666667,8827
"277","Desmond ""Des"" McGann","M",27,173,55,18.3768251528618,1972,"Ireland","Northern Europe","Europe",3036850,6325627655,1,2,FALSE,42,FALSE,"2:28:31",148.516666666667,8911
"278","Mark Kenneally","M",31,192,76,20.6163194444444,2012,"Ireland","Northern Europe","Europe",4586897,2.25572e+11,1,2,FALSE,57,FALSE,"2:21:13",141.216666666667,8473
"279","John Treacy","M",27,175,59,19.265306122449,1984,"Ireland","Northern Europe","Europe",3532423,20130728274,1,2,FALSE,2,TRUE,"2:29:45",149.75,8985
"280","James ""Jim"" McNamara","M",37,180,64,19.7530864197531,1976,"Ireland","Northern Europe","Europe",3238050,9465078121,1,2,FALSE,39,FALSE,"2:24:57",144.95,8697
"281","Donald ""Donie"" Walsh","M",24,174,57,18.8267934998018,1972,"Ireland","Northern Europe","Europe",3036850,6325627655,1,2,FALSE,47,FALSE,"2:29:40",149.666666666667,8980
"282","Ageze Guadie","M",26,175,56,18.2857142857143,2016,"Israel","Western Asia","Asia",8547100,3.17745e+11,0,0,FALSE,122,FALSE,"2:30:45",150.75,9045
"283","Asaf Bimro","M",35,165,52,19.1000918273646,2004,"Israel","Western Asia","Asia",6809000,1.35445e+11,0,0,FALSE,59,FALSE,"2:25:20",145.333333333333,8720
"284","Zohar Zemiro","M",35,171,57,19.4931773879142,2012,"Israel","Western Asia","Asia",7910500,2.57297e+11,0,0,FALSE,81,FALSE,"2:34:59",154.983333333333,9299
"285","Haile (Ayele) Satayin (Seteng, Setegne)","M",42,169,54,18.9069010188719,2004,"Israel","Western Asia","Asia",6809000,1.35445e+11,0,0,FALSE,20,FALSE,"2:17:25",137.416666666667,8245
"286","Tasama Moogas","M",28,165,52,19.1000918273646,2016,"Israel","Western Asia","Asia",8547100,3.17745e+11,0,0,FALSE,121,FALSE,"2:30:30",150.5,9030
"287","Ruggero Pertile","M",41,165,55,20.2020202020202,2016,"Italy","Southern Europe","Europe",60600590,1.85891e+12,2,3,FALSE,38,FALSE,"2:17:30",137.5,8250
"288","Ruggero Pertile","M",33,165,55,20.2020202020202,2008,"Italy","Southern Europe","Europe",58826731,2.39073e+12,2,3,FALSE,15,FALSE,"2:13:39",133.65,8019
"289","Davide Milesi","M",31,178,61,19.252619618735,1996,"Italy","Southern Europe","Europe",56860281,1.30893e+12,2,3,FALSE,50,FALSE,"2:21:45",141.75,8505
"290","Francesco Perrone","M",29,170,64,22.1453287197232,1960,"Italy","Southern Europe","Europe",50199700,40385288344,2,3,TRUE,37,FALSE,"2:31:32",151.533333333333,9092
"291","Salvatore Bettiol","M",30,178,57,17.9901527584901,1992,"Italy","Southern Europe","Europe",56797087,1.31581e+12,2,3,FALSE,5,FALSE,"2:14:15",134.25,8055
"292","Alessio Faustini","M",32,168,48,17.0068027210884,1992,"Italy","Southern Europe","Europe",56797087,1.31581e+12,2,3,FALSE,44,FALSE,"2:21:37",141.616666666667,8497
"293","Stefano Baldini","M",37,176,62,20.0154958677686,2008,"Italy","Southern Europe","Europe",58826731,2.39073e+12,2,3,FALSE,12,FALSE,"2:13:25",133.416666666667,8005
"294","Antonio ""Antonino"" Ambu","M",28,165,55,20.2020202020202,1964,"Italy","Southern Europe","Europe",51675350,63175417019,2,3,FALSE,40,FALSE,"2:34:37.6",154.616666666667,9277
"295","Antonio Brutti","M",27,169,59,20.6575400021008,1972,"Italy","Southern Europe","Europe",54381345,1.44781e+11,2,3,FALSE,21,FALSE,"2:22:12",142.2,8532
"296","Franco De Menego","M",27,180,70,21.6049382716049,1972,"Italy","Southern Europe","Europe",54381345,1.44781e+11,2,3,FALSE,38,FALSE,"2:26:52",146.866666666667,8812
"297","Massimo Magnani","M",24,173,65,21.7180660897457,1976,"Italy","Southern Europe","Europe",55718260,2.23976e+11,2,3,FALSE,13,FALSE,"2:16:56",136.933333333333,8216
"298","Marco Marchei","M",25,178,60,18.9370029036738,1980,"Italy","Southern Europe","Europe",56433883,4.75683e+11,2,3,FALSE,35,FALSE,"2:23:21",143.35,8601
"299","Giorgio Jegher","M",27,178,65,20.5150864789799,1964,"Italy","Southern Europe","Europe",51675350,63175417019,2,3,FALSE,17,FALSE,"2:24:45.2",144.75,8685
"300","Giacomo Leone","M",29,170,68,23.5294117647059,2000,"Italy","Southern Europe","Europe",56942108,1.14176e+12,2,3,FALSE,5,FALSE,"2:12:14",132.233333333333,7934
"301","Ruggero Pertile","M",37,165,55,20.2020202020202,2012,"Italy","Southern Europe","Europe",59539717,2.07282e+12,2,3,FALSE,10,FALSE,"2:12:45",132.75,7965
"302","Stefano Baldini","M",33,176,62,20.0154958677686,2004,"Italy","Southern Europe","Europe",57685327,1.79831e+12,2,3,FALSE,1,TRUE,"2:10:55",130.916666666667,7855
"303","Daniele Caimmi","M",31,180,60,18.5185185185185,2004,"Italy","Southern Europe","Europe",57685327,1.79831e+12,2,3,FALSE,52,FALSE,"2:23:07",143.116666666667,8587
"304","Massimo Magnani","M",28,173,65,21.7180660897457,1980,"Italy","Southern Europe","Europe",56433883,4.75683e+11,2,3,FALSE,8,FALSE,"2:13:12",133.2,7992
"305","Gelindo Bordin","M",29,180,68,20.9876543209877,1988,"Italy","Southern Europe","Europe",56629288,8.88668e+11,2,3,FALSE,1,TRUE,"2:10:32",130.533333333333,7832
"306","Orlando Pizzolato","M",30,179,61,19.0381074248619,1988,"Italy","Southern Europe","Europe",56629288,8.88668e+11,2,3,FALSE,16,FALSE,"2:15:20",135.333333333333,8120
"307","Silvio De Florentiis","M",25,173,55,18.3768251528618,1960,"Italy","Southern Europe","Europe",50199700,40385288344,2,3,TRUE,38,FALSE,"2:31:54",151.9,9114
"308","Gioacchino De Palma","M",28,170,68,23.5294117647059,1968,"Italy","Southern Europe","Europe",53235750,87942231678,2,3,FALSE,31,FALSE,"2:39:58",159.966666666667,9598
"309","Antonio ""Antonino"" Ambu","M",32,165,55,20.2020202020202,1968,"Italy","Southern Europe","Europe",53235750,87942231678,2,3,FALSE,21,FALSE,"2:33:19",153.316666666667,9199
"310","Salvatore Bettiol","M",34,178,57,17.9901527584901,1996,"Italy","Southern Europe","Europe",56860281,1.30893e+12,2,3,FALSE,20,FALSE,"2:17:27",137.45,8247
"311","Stefano La Rosa","M",30,166,55,19.9593554942662,2016,"Italy","Southern Europe","Europe",60600590,1.85891e+12,2,3,FALSE,57,FALSE,"2:18:57",138.95,8337
"312","Danilo Goffi","M",23,173,52,17.3744528717966,1996,"Italy","Southern Europe","Europe",56860281,1.30893e+12,2,3,FALSE,9,FALSE,"2:15:08",135.133333333333,8108
"313","Ottaviano Andriani","M",34,172,54,18.2531097890752,2008,"Italy","Southern Europe","Europe",58826731,2.39073e+12,2,3,FALSE,23,FALSE,"2:16:10",136.166666666667,8170
"314","Marco Marchei","M",29,178,60,18.9370029036738,1984,"Italy","Southern Europe","Europe",56576718,4.36443e+11,2,3,FALSE,43,FALSE,"2:22:38",142.633333333333,8558
"315","Alberico Di Cecco","M",30,173,62,20.7156938086805,2004,"Italy","Southern Europe","Europe",57685327,1.79831e+12,2,3,FALSE,9,FALSE,"2:14:34",134.566666666667,8074
"316","Renato Martini","M",22,170,65,22.4913494809689,1972,"Italy","Southern Europe","Europe",54381345,1.44781e+11,2,3,FALSE,24,FALSE,"2:22:41",142.683333333333,8561
"317","Nils Antonio","M",33,177,68,21.7051294327939,1996,"Jamaica","Latin America and the Caribbean","Latin America and the Caribbean",2561993,6504445801,0,1,FALSE,104,FALSE,"2:44:10",164.166666666667,9850
"318","Derrick Adamson","M",26,177,72,22.98190175237,1984,"Jamaica","Latin America and the Caribbean","Latin America and the Caribbean",2308947,2373566957,0,1,FALSE,52,FALSE,"2:25:02",145.033333333333,8702
"319","Derrick Adamson","M",30,177,72,22.98190175237,1988,"Jamaica","Latin America and the Caribbean","Latin America and the Caribbean",2393534,3828310735,0,1,FALSE,84,FALSE,"2:47:57",167.95,10077
"320","Ismael Mahmoud Ghassab","M",23,171,63,21.5450907971684,1984,"Jordan","Western Asia","Asia",2780428,4966710013,0,0,FALSE,64,FALSE,"2:33:30",153.5,9210
"321","Methkal Marouf Abu Drais","M",28,168,67,23.7386621315193,2012,"Jordan","Western Asia","Asia",7992573,30937277606,0,0,FALSE,56,FALSE,"2:21:00",141,8460
"322","Methkal Marouf Abu Drais","M",32,168,67,23.7386621315193,2016,"Jordan","Western Asia","Asia",9455802,38654727746,0,0,FALSE,140,FALSE,"2:46:18",166.3,9978
"323","Kazumi Watanabe","M",24,167,52,18.645344042454,1960,"Japan","Eastern Asia","Asia",92500572,44307342950,3,4,FALSE,32,FALSE,"2:29:45",149.75,8985
"324","Arata Fujiwara","M",30,167,54,19.3624726594715,2012,"Japan","Eastern Asia","Asia",127629000,6.20321e+12,3,4,FALSE,45,FALSE,"2:19:11",139.183333333333,8351
"325","Toru Terasawa","M",29,163,54,20.3244382551093,1964,"Japan","Eastern Asia","Asia",97826000,81749006382,3,4,TRUE,15,FALSE,"2:23:09.0",143.15,8589
"326","Masaki Oya","M",30,164,48,17.8465199286139,1996,"Japan","Eastern Asia","Asia",125757000,4.83371e+12,3,4,FALSE,54,FALSE,"2:22:13",142.216666666667,8533
"327","Kenji Kimihara","M",27,167,58,20.7967298935064,1968,"Japan","Eastern Asia","Asia",101061000,1.46601e+11,3,4,FALSE,2,TRUE,"2:23:31",143.516666666667,8611
"328","Nobuyoshi Sadanaga","M",31,165,56,20.5693296602388,1960,"Japan","Eastern Asia","Asia",92500572,44307342950,3,4,FALSE,46,FALSE,"2:35:11.0",155.183333333333,9311
"329","Kurao Hiroshima","M",31,160,58,22.65625,1960,"Japan","Eastern Asia","Asia",92500572,44307342950,3,4,FALSE,31,FALSE,"2:29:40",149.666666666667,8980
"330","Hisanori Kitajima","M",31,171,55,18.8092062514962,2016,"Japan","Eastern Asia","Asia",126994511,4.94016e+12,3,4,FALSE,94,FALSE,"2:25:11",145.183333333333,8711
"331","Kokichi Tsuburaya","M",24,163,54,20.3244382551093,1964,"Japan","Eastern Asia","Asia",97826000,81749006382,3,4,TRUE,3,TRUE,"2:16:22.8",136.366666666667,8182
"332","Satoru Sasaki","M",30,171,56,19.1511918197052,2016,"Japan","Eastern Asia","Asia",126994511,4.94016e+12,3,4,FALSE,16,FALSE,"2:13:57",133.95,8037
"333","Tomoaki Kunichika","M",31,179,62,19.3502075465809,2004,"Japan","Eastern Asia","Asia",127761000,4.81515e+12,3,4,FALSE,42,FALSE,"2:21:13",141.216666666667,8473
"334","Tsuyoshi Ogata","M",35,165,50,18.3654729109275,2008,"Japan","Eastern Asia","Asia",128063000,5.03791e+12,3,4,FALSE,13,FALSE,"2:13:26",133.433333333333,8006
"335","Kenji Kimihara","M",23,167,58,20.7967298935064,1964,"Japan","Eastern Asia","Asia",97826000,81749006382,3,4,TRUE,8,FALSE,"2:19:49.0",139.816666666667,8389
"336","Kenjiro Jitsui","M",27,166,54,19.5964581216432,1996,"Japan","Eastern Asia","Asia",125757000,4.83371e+12,3,4,FALSE,93,FALSE,"2:33:27",153.45,9207
"337","Hiromi Taniguchi","M",32,171,55,18.8092062514962,1992,"Japan","Eastern Asia","Asia",124229000,3.89783e+12,3,4,FALSE,8,FALSE,"2:14:42",134.7,8082
"338","Toshinari Suwa","M",27,178,58,18.3057694735513,2004,"Japan","Eastern Asia","Asia",127761000,4.81515e+12,3,4,FALSE,6,FALSE,"2:13:24",133.4,8004
"339","Hiromi Taniguchi","M",36,171,55,18.8092062514962,1996,"Japan","Eastern Asia","Asia",125757000,4.83371e+12,3,4,FALSE,19,FALSE,"2:17:26",137.433333333333,8246
"340","Suehiro Ishikawa","M",36,169,56,19.6071566121634,2016,"Japan","Eastern Asia","Asia",126994511,4.94016e+12,3,4,FALSE,36,FALSE,"2:17:08",137.133333333333,8228
"341","Kenji Kimihara","M",31,167,58,20.7967298935064,1972,"Japan","Eastern Asia","Asia",107188000,3.16393e+11,3,4,FALSE,5,FALSE,"2:16:27",136.45,8187
"342","Akio Usami","M",29,168,59,20.9041950113379,1972,"Japan","Eastern Asia","Asia",107188000,3.16393e+11,3,4,FALSE,12,FALSE,"2:18:58",138.966666666667,8338
"343","Atsushi Sato","M",30,170,55,19.0311418685121,2008,"Japan","Eastern Asia","Asia",128063000,5.03791e+12,3,4,FALSE,76,FALSE,"2:41:08",161.133333333333,9668
"344","Ryo Yamamoto","M",28,173,60,20.0474456213038,2012,"Japan","Eastern Asia","Asia",127629000,6.20321e+12,3,4,FALSE,40,FALSE,"2:18:34",138.566666666667,8314
"345","Toshihiko Seko","M",28,170,62,21.4532871972318,1984,"Japan","Eastern Asia","Asia",120018000,1.30974e+12,3,4,FALSE,14,FALSE,"2:14:13",134.216666666667,8053
"346","Shigeru So","M",31,178,60,18.9370029036738,1984,"Japan","Eastern Asia","Asia",120018000,1.30974e+12,3,4,FALSE,17,FALSE,"2:14:38",134.633333333333,8078
"347","Nobuyuki Sato","M",28,175,57,18.6122448979592,2000,"Japan","Eastern Asia","Asia",126843000,4.88752e+12,3,4,FALSE,41,FALSE,"2:20:52",140.866666666667,8452
"348","Shinji Kawashima","M",34,166,53,19.2335607490202,2000,"Japan","Eastern Asia","Asia",126843000,4.88752e+12,3,4,FALSE,21,FALSE,"2:17:21",137.35,8241
"349","Shigeru Aburaya","M",27,163,51,19.1953027964922,2004,"Japan","Eastern Asia","Asia",127761000,4.81515e+12,3,4,FALSE,5,FALSE,"2:13:11",133.183333333333,7991
"350","Takeyuki Nakayama","M",32,180,57,17.5925925925926,1992,"Japan","Eastern Asia","Asia",124229000,3.89783e+12,3,4,FALSE,4,FALSE,"2:14:02",134.033333333333,8042
"351","Akio Usami","M",33,168,59,20.9041950113379,1976,"Japan","Eastern Asia","Asia",112771000,5.83143e+11,3,4,FALSE,32,FALSE,"2:22:29",142.483333333333,8549
"352","Hisatoshi (Masanari-) Shintaku","M",30,175,60,19.5918367346939,1988,"Japan","Eastern Asia","Asia",122613000,3.05064e+12,3,4,FALSE,17,FALSE,"2:15:42",135.7,8142
"353","Toshihiko Seko","M",32,170,62,21.4532871972318,1988,"Japan","Eastern Asia","Asia",122613000,3.05064e+12,3,4,FALSE,9,FALSE,"2:13:41",133.683333333333,8021
"354","Kentaro Nakamoto","M",29,173,58,19.379197433927,2012,"Japan","Eastern Asia","Asia",127629000,6.20321e+12,3,4,FALSE,6,FALSE,"2:11:16",131.266666666667,7876
"355","Koichi Morishita","M",24,165,54,19.8347107438017,1992,"Japan","Eastern Asia","Asia",124229000,3.89783e+12,3,4,FALSE,2,TRUE,"2:13:45",133.75,8025
"356","Akio Usami","M",25,168,59,20.9041950113379,1968,"Japan","Eastern Asia","Asia",101061000,1.46601e+11,3,4,FALSE,9,FALSE,"2:28:06",148.1,8886
"357","Takeyuki Nakayama","M",28,180,57,17.5925925925926,1988,"Japan","Eastern Asia","Asia",122613000,3.05064e+12,3,4,FALSE,4,FALSE,"2:11:05",131.083333333333,7865
"358","Noriyasu Mizukami","M",28,172,61,20.619253650622,1976,"Japan","Eastern Asia","Asia",112771000,5.83143e+11,3,4,FALSE,21,FALSE,"2:18:44",138.733333333333,8324
"359","Takeshi So","M",31,178,60,18.9370029036738,1984,"Japan","Eastern Asia","Asia",120018000,1.30974e+12,3,4,FALSE,4,FALSE,"2:10:55",130.916666666667,7855
"360","Takhir Mamashayev","M",28,176,65,20.9839876033058,2008,"Kazakhstan","Central Asia","Asia",15674000,1.33442e+11,0,0,FALSE,70,FALSE,"2:30:26",150.433333333333,9026
"361","Joseph Nzau","M",32,173,64,21.3839419960573,1984,"Kenya","Sub-Saharan Africa","Africa",18937738,6191437070,7,13,FALSE,7,FALSE,"2:11:28",131.466666666667,7888
"362","Douglas Wakiihuri Maina","M",28,186,65,18.788299225344,1992,"Kenya","Sub-Saharan Africa","Africa",24963953,8209129172,7,13,FALSE,36,FALSE,"2:19:38",139.633333333333,8378
"363","Douglas Wakiihuri Maina","M",24,186,65,18.788299225344,1988,"Kenya","Sub-Saharan Africa","Africa",21871442,8355380879,7,13,FALSE,2,TRUE,"2:10:47",130.783333333333,7847
"364","Abel Kirui","M",30,177,62,19.7899709534297,2012,"Kenya","Sub-Saharan Africa","Africa",43646629,50412754822,7,13,FALSE,2,TRUE,"2:08:27",128.45,7707
"365","Ibrahim Kipkemboi Hussein","M",34,170,57,19.7231833910035,1992,"Kenya","Sub-Saharan Africa","Africa",24963953,8209129172,7,13,FALSE,37,FALSE,"2:19:49",139.816666666667,8389
"366","Erick Wainaina","M",26,175,58,18.9387755102041,2000,"Kenya","Sub-Saharan Africa","Africa",31450483,12705357103,7,13,FALSE,2,TRUE,"2:10:31",130.516666666667,7831
"367","Paul Mose","M",19,168,58,20.5498866213152,1968,"Kenya","Sub-Saharan Africa","Africa",10502245,1353295458,7,13,FALSE,48,FALSE,"2:55:17",175.283333333333,10517
"368","Emmanuel Kipchirchir Mutai","M",27,162,52,19.8140527358634,2012,"Kenya","Sub-Saharan Africa","Africa",43646629,50412754822,7,13,FALSE,17,FALSE,"2:14:49",134.816666666667,8089
"369","Paul Kibii Tergat","M",35,182,62,18.7175461900737,2004,"Kenya","Sub-Saharan Africa","Africa",35074931,16095337094,7,13,FALSE,10,FALSE,"2:14:45",134.75,8085
"370","Eliud Kipchoge","M",31,167,57,20.4381655849977,2016,"Kenya","Sub-Saharan Africa","Africa",48461567,70529014778,7,13,FALSE,1,TRUE,"2:08:44",128.733333333333,7724
"371","Wilson Kipsang Kiprotich","M",30,182,62,18.7175461900737,2012,"Kenya","Sub-Saharan Africa","Africa",43646629,50412754822,7,13,FALSE,3,TRUE,"2:09:37",129.616666666667,7777
"372","Erick Wainaina","M",30,175,58,18.9387755102041,2004,"Kenya","Sub-Saharan Africa","Africa",35074931,16095337094,7,13,FALSE,7,FALSE,"2:13:30",133.5,8010
"373","Lameck Aguta Orero","M",24,173,59,19.7133215276154,1996,"Kenya","Sub-Saharan Africa","Africa",28147734,12045858436,7,13,FALSE,52,FALSE,"2:22:04",142.066666666667,8524
"374","Ezequiel Bitok","M",30,173,55,18.3768251528618,1996,"Kenya","Sub-Saharan Africa","Africa",28147734,12045858436,7,13,FALSE,56,FALSE,"2:23:03",143.05,8583
"375","Boniface Merande","M",30,170,60,20.7612456747405,1992,"Kenya","Sub-Saharan Africa","Africa",24963953,8209129172,7,13,FALSE,14,FALSE,"2:15:46",135.766666666667,8146
"376","Samuel Kamau ""Sammy"" Wanjiru","M",21,163,51,19.1953027964922,2008,"Kenya","Sub-Saharan Africa","Africa",39148416,35895153328,7,13,FALSE,1,TRUE,"2:06:32",126.533333333333,7592
"377","Erick Wainaina","M",22,175,58,18.9387755102041,1996,"Kenya","Sub-Saharan Africa","Africa",28147734,12045858436,7,13,FALSE,3,TRUE,"2:12:44",132.733333333333,7964
"378","Nabiba Naftali Temu","M",19,174,62,20.4782666138195,1964,"Kenya","Sub-Saharan Africa","Africa",9200157,998759334,7,13,FALSE,49,FALSE,"2:40:46.6",160.766666666667,9646
"379","Nabiba Naftali Temu","M",23,174,62,20.4782666138195,1968,"Kenya","Sub-Saharan Africa","Africa",10502245,1353295458,7,13,FALSE,19,FALSE,"2:32:36",152.6,9156
"380","Valery Pisarev","M",25,175,70,22.8571428571429,2004,"Kyrgyzstan","Central Asia","Asia",5104700,2211535312,0,0,FALSE,79,FALSE,"2:40:10",160.166666666667,9610
"381","Baek Seung-Do","M",32,172,58,19.6051919956733,2000,"South Korea","Eastern Asia","Asia",47008111,5.61633e+11,1,4,FALSE,65,FALSE,"2:28:25",148.416666666667,8905
"382","Lee Bong-Ju","M",35,167,56,20.0796012764889,2004,"South Korea","Eastern Asia","Asia",48082519,7.64881e+11,1,4,FALSE,14,FALSE,"2:15:33",135.55,8133
"383","Chae Hong-Nak","M",23,172,61,20.619253650622,1984,"South Korea","Eastern Asia","Asia",40405956,96597434180,1,4,FALSE,48,FALSE,"2:23:33",143.55,8613
"384","Kim Jae-Ryong","M",26,172,60,20.2812330989724,1992,"South Korea","Eastern Asia","Asia",43747962,3.50051e+11,1,4,FALSE,10,FALSE,"2:15:01",135.016666666667,8101
"385","Lee Bong-Ju","M",27,167,56,20.0796012764889,1996,"South Korea","Eastern Asia","Asia",45524681,5.98099e+11,1,4,FALSE,2,TRUE,"2:12:39",132.65,7959
"386","Kim Won-Tak","M",24,171,56,19.1511918197052,1988,"South Korea","Eastern Asia","Asia",42031247,1.96964e+11,1,4,TRUE,18,FALSE,"2:15:44",135.733333333333,8144
"387","Lee Bong-Ju","M",31,167,56,20.0796012764889,2000,"South Korea","Eastern Asia","Asia",47008111,5.61633e+11,1,4,FALSE,24,FALSE,"2:17:57",137.95,8277
"388","Kim Bong-Nae","M",26,168,61,21.6128117913832,1968,"South Korea","Eastern Asia","Asia",30838302,6117260076,1,4,FALSE,38,FALSE,"2:43:56",163.933333333333,9836
"389","Lee Sang-Cheol","M",24,160,47,18.359375,1960,"South Korea","Eastern Asia","Asia",25012374,3957873926,1,4,FALSE,47,FALSE,"2:35:14.0",155.233333333333,9314
"390","Adel Mohamed Adili","M",21,176,65,20.9839876033058,1996,"Libya","Northern Africa","Africa",5035884,27884615385,0,2,FALSE,88,FALSE,"2:32:12",152.2,9132
"391","Mohamed Khamis Taher","M",32,176,74,23.8894628099174,1992,"Libya","Northern Africa","Africa",4651004,33881392045,0,2,FALSE,75,FALSE,"2:35:46",155.766666666667,9346
"392","Ali Zayed Mabrouk El-Zaidi","M",30,169,60,21.0076677987465,2004,"Libya","Northern Africa","Africa",5704759,33122307692,0,2,FALSE,39,FALSE,"2:27:30",147.5,8850
"393","Alifu Albert Massaquoi","M",23,172,68,22.9853975121687,1960,"Liberia","Sub-Saharan Africa","Africa",1120313,190495600,0,13,FALSE,62,FALSE,"3:43:18.0",223.3,13398
"394","Zepherinus Joseph","M",28,171,63,21.5450907971684,2004,"Saint Lucia","Latin America and the Caribbean","Latin America and the Caribbean",162251,893107222,0,1,FALSE,80,FALSE,"2:44:19",164.316666666667,9859
"395","Gabashane Vincent Rakabaele","M",35,163,54,20.3244382551093,1984,"Lesotho","Sub-Saharan Africa","Africa",1442212,333158476,0,13,FALSE,61,FALSE,"2:32:15",152.25,9135
"396","Thabiso Paul Moqhali","M",32,168,49,17.3611111111111,2000,"Lesotho","Sub-Saharan Africa","Africa",1868699,887295268,0,13,FALSE,16,FALSE,"2:16:43",136.716666666667,8203
"397","Mohala Mohloli","M",26,180,54,16.6666666666667,1988,"Lesotho","Sub-Saharan Africa","Africa",1550262,470389180,0,13,FALSE,82,FALSE,"2:44:44",164.733333333333,9884
"398","Gabashane Vincent Rakabaele","M",31,163,54,20.3244382551093,1980,"Lesotho","Sub-Saharan Africa","Africa",1310118,431561376,0,13,FALSE,36,FALSE,"2:23:29",143.483333333333,8609
"399","Thabiso Paul Moqhali","M",24,168,49,17.3611111111111,1992,"Lesotho","Sub-Saharan Africa","Africa",1667121,831033941,0,13,FALSE,33,FALSE,"2:19:28",139.466666666667,8368
"400","Marcel Tschopp","M",34,182,63,19.0194420963652,2008,"Liechtenstein","Western Europe","Europe",35541,5081432924,0,4,FALSE,74,FALSE,"2:35:06",155.1,9306
"401","Marcel Tschopp","M",38,182,63,19.0194420963652,2012,"Liechtenstein","Western Europe","Europe",36545,5456009385,0,4,FALSE,75,FALSE,"2:28:54",148.9,8934
"402","Pavelas Fedorenka","M",31,190,70,19.3905817174515,1996,"Lithuania","Northern Europe","Europe",3601613,8385109020,0,2,FALSE,70,FALSE,"2:25:41",145.683333333333,8741
"403","Valdas Dopolskas","M",24,183,69,20.6037803457852,2016,"Lithuania","Northern Europe","Europe",2872298,42738875963,0,2,FALSE,111,FALSE,"2:28:21",148.35,8901
"404","Justin Gloden","M",35,174,63,20.8085612366231,1988,"Luxembourg","Western Europe","Europe",373450,9750161053,0,4,FALSE,36,FALSE,"2:22:14",142.233333333333,8534
"405","Jean Aniset","M",30,166,60,21.7738423573813,1964,"Luxembourg","Western Europe","Europe",327750,903158754,0,4,FALSE,34,FALSE,"2:29:52.6",149.866666666667,8992
"406","Jules Randrianarivelo","M",27,167,56,20.0796012764889,1984,"Madagascar","Sub-Saharan Africa","Africa",9780872,2939485472,0,13,FALSE,72,FALSE,"2:43:05",163.083333333333,9785
"407","Alain Clerk Razahasoa","M",26,175,52,16.9795918367347,1992,"Madagascar","Sub-Saharan Africa","Africa",12301336,3024459564,0,13,FALSE,81,FALSE,"2:41:41",161.683333333333,9701
"408","Jules Randrianarivelo","M",23,167,56,20.0796012764889,1980,"Madagascar","Sub-Saharan Africa","Africa",8716553,4042139901,0,13,FALSE,25,FALSE,"2:19:23",139.383333333333,8363
"409","Noureddine Sobhi","M",26,176,62,20.0154958677686,1988,"Morocco","Northern Africa","Africa",23961820,25705296184,2,2,FALSE,30,FALSE,"2:19:56",139.933333333333,8396
"410","Rachid Kisri","M",36,179,60,18.7260073031428,2012,"Morocco","Northern Africa","Africa",33333789,98266306615,2,2,FALSE,18,FALSE,"2:15:09",135.15,8109
"411","Rachid Kisri","M",41,179,60,18.7260073031428,2016,"Morocco","Northern Africa","Africa",35276786,1.03606e+11,2,2,FALSE,73,FALSE,"2:21:00",141,8460
"412","Rhadi Ben Abdesselam","M",31,180,65,20.0617283950617,1960,"Morocco","Northern Africa","Africa",12328532,2037150716,2,2,FALSE,2,TRUE,"2:15:41.6",135.683333333333,8141
"413","Jaouad Gharib","M",32,176,66,21.3068181818182,2004,"Morocco","Northern Africa","Africa",30179285,59626020162,2,2,FALSE,11,FALSE,"2:15:12",135.2,8112
"414","Abderrahim Ben Redouane","M",30,165,58,21.3039485766759,1996,"Morocco","Northern Africa","Africa",27460603,43161452678,2,2,FALSE,84,FALSE,"2:30:49",150.816666666667,9049
"415","Jaouad Gharib","M",36,176,66,21.3068181818182,2008,"Morocco","Northern Africa","Africa",31596855,92507257784,2,2,FALSE,2,TRUE,"2:07:16",127.266666666667,7636
"416","Mike Wedston Tebulo","M",27,176,76,24.5351239669421,2012,"Malawi","Sub-Saharan Africa","Africa",16097305,6028470989,0,13,FALSE,44,FALSE,"2:19:11",139.183333333333,8351
"417","George Mambosasa","M",20,169,61,21.3577955953923,1984,"Malawi","Sub-Saharan Africa","Africa",6895928,1208026080,0,13,FALSE,74,FALSE,"2:46:14",166.233333333333,9974
"418","Smartex Godfrey Tambala","M",26,168,62,21.9671201814059,1992,"Malawi","Sub-Saharan Africa","Africa",9729717,1799529357,0,13,FALSE,63,FALSE,"2:29:02",149.033333333333,8942
"419","John Mwathiwa","M",29,171,60,20.5191340925413,1996,"Malawi","Sub-Saharan Africa","Africa",10109789,2281039098,0,13,FALSE,65,FALSE,"2:24:45",144.75,8685
"420","Matthews Kambale","M",19,157,50,20.2847985719502,1972,"Malawi","Sub-Saharan Africa","Africa",4859610,406084197,0,13,FALSE,56,FALSE,"2:45:50",165.833333333333,9950
"421","John Mwathiwa","M",21,171,60,20.5191340925413,1988,"Malawi","Sub-Saharan Africa","Africa",8636935,1379923808,0,13,FALSE,87,FALSE,"2:51:43",171.716666666667,10303
"422","Valeriu Vlas","M",24,172,52,17.5770686857761,1996,"Moldova","Eastern Europe","Europe",3667748,1695130457,0,0,FALSE,77,FALSE,"2:28:36",148.6,8916
"423","Valeriu Vlas","M",29,172,52,17.5770686857761,2000,"Moldova","Eastern Europe","Europe",3639592,1288429151,0,0,FALSE,55,FALSE,"2:24:35",144.583333333333,8675
